213,D5,11010101,1101,0101,"SET 2,L",SET,2,L,2,8,-,-,-,-
214,D6,11010110,1101,0110,"SET 2,(HL)",SET,2,(HL),2,16,-,-,-,-
215,D7,11010111,1101,0111,"SET 2,A",SET,2,A,2,8,-,-,-,-
216,D8,11011000,1101,1000,"SET 3,B",SET,3,B,2,8,-,-,-,-
217,D9,11011001,1101,1001,"SET 3,C",SET,3,C,2,8,-,-,-,-
218,DA,11011010,1101,1010,"SET 3,D",SET,3,D,2,8,-,-,-,-
219,DB,11011011,1101,1011,"SET 3,E",SET,3,E,2,8,-,-,-,-
220,DC,11011100,1101,1100,"SET 3,H",SET,3,H,2,8,-,-,-,-
221,DD,11011101,1101,1101,"SET 3,L",SET,3,L,2,8,-,-,-,-
222,DE,11011110,1101,1110,"SET 3,(HL)",SET,3,(HL),2,16,-,-,-,-
223,DF,11011111,1101,1111,"SET 3,A",SET,3,A,2,8,-,-,-,-
224,E0,11100000,1110,0000,"SET 4,B",SET,4,B,2,8,-,-,-,-
225,E1,11100001,1110,0001,"SET 4,C",SET,4,C,2,8,-,-,-,-
226,E2,11100010,1110,0010,"SET 4,D",SET,4,D,2,8,-,-,-,-
227,E3,11100011,1110,0011,"SET 4,E",SET,4,E,2,8,-,-,-,-
228,E4,11100100,1110,0100,"SET 4,H",SET,4,H,2,8,-,-,-,-
229,E5,11100101,1110,0101,"SET 4,L",SET,4,L,2,8,-,-,-,-
230,E6,11100110,1110,0110,"SET 4,(HL)",SET,4,(HL),2,16,-,-,-,-
231,E7,11100111,1110,0111,"SET 4,A",SET,4,A,2,8,-,-,-,-
232,E8,11101000,1110,1000,"SET 5,B",SET,5,B,2,8,-,-,-,-
233,E9,11101001,1110,1001,"SET 5,C",SET,5,C,2,8,-,-,-,-
234,EA,11101010,1110,1010,"SET 5,D",SET,5,D,2,8,-,-,-,-
235,EB,11101011,1110,1011,"SET 5,E",SET,5,E,2,8,-,-,-,-
236,EC,11101100,1110,1100,"SET 5,H",SET,5,H,2,8,-,-,-,-
237,ED,11101101,1110,1101,"SET 5,L",SET,5,L,2,8,-,-,-,-
238,EE,11101110,1110,1110,"SET 5,(HL)",SET,5,(HL),2,16,-,-,-,-
239,EF,11101111,1110,1111,"SET 5,A",SET,5,A,2,8,-,-,-,-
240,F0,11110000,1111,0000,"SET 6,B",SET,6,B,2,8,-,-,-,-
241,F1,11110001,1111,0001,"SET 6,C",SET,6,C,2,8,-,-,-,-
242,F2,11110010,1111,0010,"SET 6,D",SET,6,D,2,8,-,-,-,-
243,F3,11110011,1111,0011,"SET 6,E",SET,6,E,2,8,-,-,-,-
244,F4,11110100,1111,0100,"SET 6,H",SET,6,H,2,8,-,-,-,-
245,F5,11110101,1111,0101,"SET 6,L",SET,6,L,2,8,-,-,-,-
246,F6,11110110,1111,0110,"SET 6,(HL)",SET,6,(HL),2,16,-,-,-,-
247,F7,11110111,1111,0111,"SET 6,A",SET,6,A,2,8,-,-,-,-
248,F8,11111000,1111,1000,"SET 7,B",SET,7,B,2,8,-,-,-,-
249,F9,11111001,1111,1001,"SET 7,C",SET,7,C,2,8,-,-,-,-
250,FA,11111010,1111,1010,"SET 7,D",SET,7,D,2,8,-,-,-,-
251,FB,11111011,1111,1011,"SET 7,E",SET,7,E,2,8,-,-,-,-
252,FC,11111100,1111,1100,"SET 7,H",SET,7,H,2,8,-,-,-,-
253,FD,11111101,1111,1101,"SET 7,L",SET,7,L,2,8,-,-,-,-
254,FE,11111110,1111,1110,"SET 7,(HL)",SET,7,(HL),2,16,-,-,-,-
255,FF,11111111,1111,1111,"SET 7,A",SET,7,A,2,8,-,-,-,-
